938,949 0,0
934,952 0,0
933,950 0,0
936,952 0,0
933,948 0,0
936,947 0,0
932,952 0,0
936,948 0,0
933,952 0,0
936,947 0,0
935,955 0,0
932,949 0,0
933,954 0,0
932,950 0,0
935,949 0,0
934,952 0,0
932,949 0,0
936,950 0,0
933,948 0,0
940,948 0,0
935,952 0,0
935,945 0,0
936,948 0,0
936,947 0,0
936,949 0,0
934,949 0,0
932,949 0,0
932,950 0,0
935,949 0,0
935,950 0,0
935,948 0,0
933,951 0,0
939,948 0,0
935,948 0,0
934,949 0,0
939,947 0,0
934,947 0,0
936,952 0,0
932,951 0,0
933,947 0,0
933,955 0,0
932,949 0,0
936,955 0,0
934,950 0,0
935,951 0,0
929,952 0,0
934,949 0,0
935,948 0,0
936,948 0,0
940,949 0,0
930,947 0,0
929,948 0,0
929,947 0,0
935,946 0,0
933,948 0,0
935,950 0,0
935,949 0,0
933,949 0,0
934,950 0,0
934,954 0,0
933,954 0,0
940,952 0,0
934,951 0,0
940,948 0,0
934,949 0,0
934,948 0,0
934,949 0,0
935,942 0,0
936,950 0,0
932,949 0,0
936,954 0,0
932,951 0,0
933,948 0,0
934,952 0,0
934,948 0,0
932,952 0,0
932,949 0,0
940,949 0,0
934,946 0,0
933,949 0,0
934,948 0,0
932,947 0,0
935,948 0,0
934,950 0,0
930,951 0,0
934,949 0,0
934,947 0,0
934,950 0,0
932,947 0,0
932,948 0,0
934,945 0,0
939,946 0,0
934,948 0,0
935,944 0,0
936,945 0,0
933,948 0,0
936,949 0,0
934,946 0,0
934,951 0,0
934,947 0,0
935,947 0,0
932,948 0,0
939,945 0,0
934,952 0,0
935,948 0,0
934,946 0,0
941,948 0,0
935,946 0,0
933,946 0,0
934,944 0,0
936,946 0,0
933,946 0,0
934,951 0,0
932,947 0,0
935,949 0,0
933,946 0,0
938,956 0,0
933,950 0,0
933,950 0,0
938,950 0,0
929,946 0,0
935,949 0,0
935,952 0,0
932,950 0,0
934,948 0,0
934,946 0,0
934,948 0,0
932,947 0,0
932,946 0,0
935,949 0,0
934,947 0,0
935,953 0,0
932,949 0,0
938,952 0,0
932,949 0,0
934,948 0,0
935,950 0,0
935,950 0,0
934,949 0,0
935,950 0,0
936,949 0,0
933,950 0,0
936,950 0,0
933,954 0,0
