886,925 0,0
891,925 0,0
886,928 0,0
887,927 0,0
886,928 0,0
887,931 0,0
890,928 0,0
886,928 0,0
892,928 0,0
887,928 0,0
887,927 0,0
892,932 0,0
886,926 0,0
888,927 0,0
886,928 0,0
887,926 0,0
892,927 0,0
887,926 0,0
891,927 0,0
886,928 0,0
886,925 0,0
886,928 0,0
888,925 0,0
891,927 0,0
888,928 0,0
885,926 0,0
890,930 0,0
886,927 0,0
886,927 0,0
886,926 0,0
887,927 0,0
886,925 0,0
886,925 0,0
892,926 0,0
886,927 0,0
887,927 0,0
886,925 0,0
886,925 0,0
892,926 0,0
888,926 0,0
891,928 0,0
888,928 0,0
886,926 0,0
890,925 0,0
886,926 0,0
890,927 0,0
887,928 0,0
887,920 0,0
887,932 0,0
886,926 0,0
888,927 0,0
886,928 0,0
887,928 0,0
886,928 0,0
888,926 0,0
888,927 0,0
887,928 0,0
894,927 0,0
886,926 0,0
886,925 0,0
891,927 0,0
887,926 0,0
888,927 0,0
887,927 0,0
887,927 0,0
892,928 0,0
887,924 0,0
889,925 0,0
885,928 0,0
886,925 0,0
889,932 0,0
886,927 0,0
888,927 0,0
887,927 0,0
886,927 0,0
887,926 0,0
888,927 0,0
903,933 0,0
881,927 0,0
836,933 0,0
844,933 0,0
840,926 0,0
839,921 0,0
839,928 0,0
842,926 0,0
840,928 0,0
848,935 0,0
848,936 0,0
848,925 0,0
876,919 0,0
874,937 0,0
864,928 0,0
866,928 0,0
859,920 0,0
850,914 0,0
847,926 0,0
845,935 0,0
846,928 0,0
835,917 0,0
841,927 0,0
837,927 0,0
839,925 0,0
838,928 0,0
838,924 0,0
837,923 0,0
837,928 0,0
842,923 0,0
872,918 0,0
847,923 0,0
856,915 0,0
912,921 0,0
913,919 0,0
912,923 0,0
912,921 0,0
918,917 0,0
912,920 0,0
918,920 0,0
915,927 0,0
912,920 0,0
912,923 0,0
911,921 0,0
912,919 0,0
911,924 0,0
912,923 0,0
912,925 0,0
910,919 0,0
884,913 0,0
874,905 0,0
899,906 0,0
899,907 0,0
898,910 0,0
901,910 0,0
900,911 0,0
901,911 0,0
899,903 0,0
899,908 0,0
902,910 0,0
900,908 0,0
901,907 0,0
899,911 0,0
900,909 0,0
901,909 0,0
899,909 0,0
901,908 0,0
899,911 0,0
901,909 0,0
901,911 0,0
902,909 0,0
900,910 0,0
901,911 0,0
900,911 0,0
904,911 0,0
904,909 0,0
903,909 0,0
904,907 0,0
898,905 0,0
898,911 0,0
890,912 0,0
893,913 0,0
891,913 0,0
876,920 0,0
868,922 0,0
864,927 0,0
866,920 0,0
866,921 0,0
866,920 0,0
864,921 0,0
865,919 0,0
867,921 0,0
866,919 0,0
867,919 0,0
867,927 0,0
865,919 0,0
866,922 0,0
864,921 0,0
864,920 0,0
864,923 0,0
866,922 0,0
864,927 0,0
867,920 0,0
868,921 0,0
868,920 0,0
872,920 0,0
868,927 0,0
864,921 0,0
866,921 0,0
865,920 0,0
866,918 0,0
864,921 0,0
866,920 0,0
867,923 0,0
866,921 0,0
866,917 0,0
864,919 0,0
868,921 0,0
866,920 0,0
865,920 0,0
866,921 0,0
868,922 0,0
864,919 0,0
868,922 0,0
865,922 0,0
866,920 0,0
864,923 0,0
866,920 0,0
864,923 0,0
864,920 0,0
866,920 0,0
866,922 0,0
867,921 0,0
867,922 0,0
865,919 0,0
866,920 0,0
867,919 0,0
868,920 0,0
865,923 0,0
840,935 0,0
852,927 0,0
850,923 0,0
860,926 0,0
884,930 0,0
874,913 0,0
850,907 0,0
832,931 0,0
833,931 0,0
834,929 0,0
832,931 0,0
832,928 0,0
832,932 0,0
832,931 0,0
834,932 0,0
832,929 0,0
836,931 0,0
832,929 0,0
832,928 0,0
832,929 0,0
833,930 0,0
836,931 0,0
832,932 0,0
833,929 0,0
832,932 0,0
832,929 0,0
837,932 0,0
832,929 0,0
832,932 0,0
838,932 0,0
832,930 0,0
832,932 0,0
831,930 0,0
832,931 0,0
832,929 0,0
832,929 0,0
835,931 0,0
832,931 0,0
835,931 0,0
832,932 0,0
832,930 0,0
836,932 0,0
832,931 0,0
834,931 0,0
832,936 0,0
832,930 0,0
831,928 0,0
832,929 0,0
844,921 0,0
849,914 0,0
848,914 0,0
848,916 0,0
848,914 0,0
852,916 0,0
849,912 0,0
870,917 0,0
853,936 0,0
856,934 0,0
856,936 0,0
856,933 0,0
856,936 0,0
855,936 0,0
854,934 0,0
859,933 0,0
856,933 0,0
859,935 0,0
856,938 0,0
855,935 0,0
857,936 0,0
855,933 0,0
860,935 0,0
856,936 0,0
856,936 0,0
856,940 0,0
855,936 0,0
857,935 0,0
855,935 0,0
855,936 0,0
854,934 0,0
854,935 0,0
860,936 0,0
856,933 0,0
859,935 0,0
854,938 0,0
856,934 0,0
854,935 0,0
856,935 0,0
858,935 0,0
854,936 0,0
856,935 0,0
856,935 0,0
856,935 0,0
854,936 0,0
855,939 0,0
856,934 0,0
856,936 0,0
855,934 0,0
857,935 0,0
855,934 0,0
855,935 0,0
855,941 0,0
854,936 0,0
859,938 0,0
856,940 0,0
855,937 0,0
854,937 0,0
856,932 0,0
856,934 0,0
855,936 0,0
856,932 0,0
855,936 0,0
854,934 0,0
856,935 0,0
855,935 0,0
857,935 0,0
856,939 0,0
856,935 0,0
855,935 0,0
856,935 0,0
856,933 0,0
856,939 0,0
854,935 0,0
856,935 0,0
854,935 0,0
855,935 0,0
854,935 0,0
854,936 0,0
856,931 0,0
854,934 0,0
856,935 0,0
858,935 0,0
854,935 0,0
854,932 0,0
854,935 0,0
860,935 0,0
857,934 0,0
856,940 0,0
854,935 0,0
854,936 0,0
859,936 0,0
856,935 0,0
859,935 0,0
854,939 0,0
855,935 0,0
856,935 0,0
854,933 0,0
856,934 0,0
854,940 0,0
856,936 0,0
854,941 0,0
856,933 0,0
856,935 0,0
856,940 0,0
856,935 0,0
856,937 0,0
855,935 0,0
856,934 0,0
856,936 0,0
856,933 0,0
854,937 0,0
854,935 0,0
857,935 0,0
854,933 0,0
856,934 0,0
856,937 0,0
854,939 0,0
856,934 0,0
854,935 0,0
856,933 0,0
853,935 0,0
854,935 0,0
856,935 0,0
854,934 0,0
856,934 0,0
856,936 0,0
902,928 0,0
908,928 0,0
902,927 0,0
902,926 0,0
901,932 0,0
904,926 0,0
904,929 0,0
908,925 0,0
904,926 0,0
904,928 0,0
904,926 0,0
908,926 0,0
902,927 0,0
904,928 0,0
904,927 0,0
903,925 0,0
904,927 0,0
904,928 0,0
904,932 0,0
902,925 0,0
904,929 0,0
904,925 0,0
896,931 0,0
886,933 0,0
886,930 0,0
888,932 0,0
887,931 0,0
886,929 0,0
890,933 0,0
886,932 0,0
887,931 0,0
888,933 0,0
889,931 0,0
888,935 0,0
887,930 0,0
885,929 0,0
889,930 0,0
889,931 0,0
888,931 0,0
888,932 0,0
888,932 0,0
888,931 0,0
888,932 0,0
885,933 0,0
888,931 0,0
889,938 0,0
888,935 0,0
888,930 0,0
892,930 0,0
887,932 0,0
892,930 0,0
888,929 0,0
888,933 0,0
887,931 0,0
888,931 0,0
888,931 0,0
888,930 0,0
888,932 0,0
890,932 0,0
888,931 0,0
888,932 0,0
887,931 0,0
887,932 0,0
888,931 0,0
889,931 0,0
890,933 0,0
886,936 0,0
888,933 0,0
887,936 0,0
888,931 0,0
888,931 0,0
892,930 0,0
888,933 0,0
889,932 0,0
887,932 0,0
888,933 0,0
888,932 0,0
888,933 0,0
888,927 0,0
887,931 0,0
891,932 0,0
888,933 0,0
891,931 0,0
888,933 0,0
888,932 0,0
888,931 0,0
886,930 0,0
892,930 0,0
887,936 0,0
888,931 0,0
888,936 0,0
888,933 0,0
888,932 0,0
888,932 0,0
888,931 0,0
888,932 0,0
888,931 0,0
888,933 0,0
888,933 0,0
888,932 0,0
888,931 0,0
894,931 0,0
888,933 0,0
888,932 0,0
888,933 0,0
887,931 0,0
888,932 0,0
889,933 0,0
