289,377
288,376
287,379
288,376
297,393
316,297
263,268
264,236
234,216
218,188
229,168
192,166
192,104
162,189
162,200
188,207
102,170
168,215
201,132
185,230
124,159
165,250
150,120
168,91
164,93
163,92
162,94
150,107
151,106
151,106
150,117
150,119
151,198
156,257
193,189
160,152
142,199
148,203
145,209
134,217
124,205
125,182
148,186
142,210
217,231
183,272
207,173
205,154
125,136
128,260
128,256
155,244
140,170
194,152
242,169
191,142
168,167
152,180
102,160
174,208
157,114
112,232
176,178
111,160
163,147
146,135
109,181
204,242
220,185
226,179
226,179
227,179
228,180
228,180
228,180
228,180
231,180
230,181
230,181
223,185
223,186
212,189
177,203
150,174
147,196
258,166
174,174
167,132
224,123
223,123
228,121
251,128
252,128
252,129
252,130
254,131
254,132
252,129
244,119
231,111
266,149
252,153
227,107
225,125
238,133
236,128
219,106
216,104
152,156
200,181
139,196
141,213
140,214
137,202
160,195
130,212
173,133
149,207
166,158
165,156
163,153
162,152
161,152
162,151
176,177
165,189
153,211
259,155
149,128
123,167
162,230
202,145
144,174
134,164
135,163
135,163
135,164
135,164
135,164
135,164
135,164
135,164
135,164
136,166
136,166
136,167
135,166
136,164
133,163
134,166
127,167
129,200
215,143
180,281
219,281
219,281
219,282
220,281
219,283
218,283
216,284
218,284
193,285
194,285
190,285
152,194
129,190
188,111
168,234
198,231
158,186
163,176
157,170
155,214
121,188
165,208
165,210
161,226
161,226
161,226
147,154
190,157
189,157
190,157
190,157
190,156
190,156
190,157
191,157
190,157
190,157
190,157
190,157
190,157
190,157
190,158
190,157
191,157
190,157
190,157
190,157
190,157
191,157
190,157
190,156
190,157
190,157
189,157
190,157
190,158
190,157
190,157
190,157
191,157
190,158
191,157
190,157
190,156
190,157
165,187
136,249
192,199
150,230
151,230
150,231
150,231
150,231
150,231
150,231
150,231
150,230
150,231
150,231
150,231
150,231
150,231
150,231
150,231
150,232
150,231
150,232
150,231
150,231
150,232
150,231
150,232
150,231
150,231
150,231
150,231
150,232
150,231
150,231
150,231
150,231
150,231
150,230
150,231
150,232
150,231
150,231
150,231
150,231
150,231
149,232
149,231
150,232
150,231
150,231
148,231
150,231
148,230
150,231
150,231
150,231
150,231
150,231
150,231
149,231
150,231
149,231
150,231
150,231
150,231
149,231
150,231
150,231
150,230
150,231
138,230
130,163
101,212
195,264
169,177
131,205
168,176
166,151
211,242
231,190
120,212
168,196
168,196
168,196
168,196
168,195
168,195
170,194
170,188
165,196
193,172
211,204
217,197
214,214
154,163
151,208
199,223
363,292
707,459
839,459
406,311
390,239
282,230
292,222
292,221
292,221
292,221
292,220
293,222
292,222
293,221
248,245
145,188
164,118
136,197
136,246
152,219
240,121
113,250
154,231
99,146
220,255
211,158
109,161
166,156
140,150
204,154
158,117
160,247
136,208
106,164
196,202
163,162
114,215
106,123
191,176
103,177
199,228
238,227
246,148
109,127
123,166
125,175
121,126
146,263
78,204
81,159
166,173
140,212
170,205
116,158
268,183
165,126
176,153
216,150
212,161
133,220
206,223
143,199
177,257
154,229
156,230
155,230
156,230
170,208
168,212
140,212
157,196
175,246
141,158
192,177
154,243
123,212
173,136
270,175
136,164
137,165
136,165
180,136
130,183
226,172
226,171
227,170
227,171
228,170
178,183
168,268
194,169
182,260
238,368
291,152
182,178
192,169
191,169
185,170
186,169
191,169
190,169
194,170
211,178
181,222
154,196
129,147
140,141
213,145
213,145
212,145
214,145
212,145
212,145
212,145
212,145
212,145
212,144
212,145
212,145
212,145
212,146
212,146
212,146
212,145
213,145
212,145
212,145
212,145
212,145
210,145
174,142
201,146
112,192
112,193
112,192
112,192
113,192
112,192
112,192
113,192
112,192
111,192
112,194
108,214
144,189
178,182
135,186
189,195
161,206
186,186
119,173
169,218
223,206
138,224
137,145
262,182
159,136
206,180
188,233
137,237
170,157
161,214
201,199
260,166
261,165
261,166
262,165
261,166
263,165
242,158
192,215
179,109
155,227
209,179
137,183
120,219
195,128
147,208
149,161
160,181
