best seeker, average seeker, best avoider, average avoider
3705, 2716.9375, 4958.115282177838, 788.5723837330366
3630, 2527.0625, 4111.624989029118, 981.1418088233522
3655, 2661.75, 4853.333983319244, 707.7242184058197
3756, 2942.375, 4359.635431224862, 690.6528624903434
3622, 2689.8125, 4073.405922570249, 712.2642921463196
3536, 2623.1875, 5108.588571863597, 760.2355237210893
3900, 2902.9375, 4791.38996508164, 666.2945644833535
3766, 2765.1875, 3900.7589909484795, 579.9458062277218
3622, 2888.3125, 4584.241012033415, 599.8483527356029
3611, 2589.5, 4499.525430754946, 877.9465742812059
3485, 2856.125, 4250.733162326813, 666.1975118651774
3816, 2922.875, 4506.345295914856, 631.240418422806
3613, 2416.0625, 4523.50121246213, 937.509966278862
3850, 2901.4375, 4355.5975970257805, 696.8783427161603
3466, 2685.375, 4574.647725329184, 767.6694868648517
3604, 2788.125, 4246.291141897738, 640.5167600787381
3735, 2832.4375, 4088.5909668031095, 659.6331042576796
3572, 2853.8125, 4563.154034163487, 662.9496680952882
3749, 2695.5, 4209.322655116319, 718.1511660073512
3426, 2650.5625, 3900.3179017869384, 848.1507258815269
3837, 2957.3125, 4102.8385079055315, 606.48356502264
3640, 2783.5, 4543.592961178312, 852.7501365034304
3778, 2652.125, 4175.934068286549, 791.4113009870143
3821, 2724.3125, 4343.774416627185, 746.9612619896455
3452, 2642.0625, 4405.352288546064, 880.5046786575597
3755, 2623.25, 4391.434277719618, 944.0884857424243
3624, 2757.0625, 4451.821193707063, 731.0363261896309
3671, 2677.8125, 4125.976050949865, 814.5401227242218
3607, 2951.125, 4132.139408528243, 568.5656127204234
3535, 2747.375, 5384.12193497367, 862.5753645878466
3780, 2889.75, 4799.908421173033, 627.9836049404935
3667, 2883.5, 4522.5268898255845, 659.9387456245736
3652, 2909.375, 3665.0583406974515, 543.9065901849001
3423, 2761.4375, 4334.579758376798, 817.309332593848
3629, 2703.875, 4372.481903307789, 686.3932246836246
3495, 2657.1875, 4548.0681179561325, 868.563268522798
3419, 2683.875, 4373.2979415045165, 808.8531632451189
3294, 2681.625, 4427.843723672606, 669.1684678808466
3790, 2851.6875, 4099.16906764512, 617.4741404222023
3540, 2616.3125, 4578.759411914607, 799.643891893821
3596, 2687.5625, 5633.239399747566, 782.0380718856919
3580, 2934.5625, 4474.058083829053, 551.5853656275362
3299, 2680.5, 4170.668446992206, 730.6805508655748
3387, 2409.3125, 4556.22059029155, 867.9434600198674
3630, 2685.625, 4200.249215406819, 779.2130315365607
3626, 2847.5, 3878.6930479307307, 651.4023516799607
3800, 3037.125, 4066.1576091216475, 601.1119603542692
3450, 2573.625, 4440.342360639361, 966.2796144326952
3783, 2751.0625, 4502.4519416788335, 855.8108104542824
3312, 2561.5625, 4028.2418526810093, 934.5893349561576
3555, 2689.4375, 4602.538057688696, 721.6272961944543
3742, 2818.375, 4274.38774581683, 700.1121471082228
3412, 2620.75, 3944.963662079395, 687.3249393636133
3420, 2782.875, 4195.469598259009, 701.3691729944211
3578, 2465.125, 5071.7434264705835, 866.1660669668619
3494, 2857.1875, 4863.831843972244, 694.1538971899118
3639, 2784.4375, 4375.881530734603, 705.1682063479969
3359, 2733.6875, 4219.2832981634565, 761.7609985187797
3645, 2758.3125, 3866.7123916181818, 666.9611443199151
3603, 2843.9375, 4051.005136532718, 652.7042279573361
3514, 2717.0, 4517.724237851626, 734.4363603262759
3552, 2566.0625, 4173.465591389169, 824.2411595830445
3571, 2759.625, 4337.523991267817, 718.041993186685
3474, 2592.0625, 4123.468119905635, 789.829600336523
3534, 2602.1875, 4325.942964324657, 751.477478216522
3631, 2741.8125, 3977.442661636129, 707.1242692310902
3555, 2560.1875, 4126.853448826489, 755.9843516612962
3386, 2494.375, 4793.842073721844, 1012.1094619247308
3352, 2582.6875, 4148.6563284817585, 899.1493682031177
3474, 2517.6875, 4721.92294104537, 993.9088623456254
3711, 2598.1875, 4597.331233473998, 868.3721604719658
3623, 2677.9375, 4026.1160193988685, 733.1158735554055
3698, 2548.0, 4696.2126689300385, 781.6831010366791
3837, 2813.25, 4324.299905115839, 670.5210089658226
3859, 2884.375, 3864.875544525946, 633.3320578475019
3568, 2795.625, 4028.0090246300388, 685.9725153875124
3692, 2881.6875, 4109.9519500374245, 534.1917267775237
3561, 2798.5625, 4207.825776087111, 668.2679943424168
3710, 2850.6875, 4092.507557094551, 636.2861831061363
3562, 2818.9375, 4058.6817833723194, 625.0177707806059
3750, 2886.8125, 4197.01542551354, 647.4524123608275
3423, 2518.5625, 4449.891461215597, 999.1066538654384
3677, 2614.1875, 4790.18196670285, 790.5548369923871
3556, 2792.75, 4288.158334958072, 734.4442625981593
3684, 2907.875, 4138.170573421391, 640.4250202092376
2955, 2412.375, 3996.0951550929567, 871.1996452469191
3692, 2783.0, 5025.145138268761, 717.5767640485847
3446, 2742.625, 4407.766479174399, 762.0801628463305
3683, 3107.625, 4591.419581472451, 486.3614884073517
3559, 2937.1875, 4081.0339699530696, 672.1551358071893
3735, 2684.9375, 5029.651478611388, 827.3265923370215
3722, 2953.625, 4207.3857069312235, 557.6989087285455
3665, 2627.6875, 5193.744268947723, 823.0040460672134
3841, 2672.0, 4288.628484790865, 717.5794758911976
3619, 2771.0625, 3951.483646155897, 676.2240207605939
3669, 2885.375, 4291.002989168093, 640.4113534597128
3406, 2547.9375, 5151.36675716217, 924.353196586554
3577, 2737.75, 3948.158854253759, 684.6333814677724
3767, 2720.3125, 4579.2926142876295, 800.6268349988999
3771, 2752.625, 4526.881611071973, 718.5049276732941
3498, 2694.75, 4643.047993522903, 795.4191130444797
3569, 2465.3125, 5613.750204851951, 944.6803022335455
3824, 2558.3125, 5706.91801312162, 1133.4024054226513
3753, 2695.4375, 4112.032422151766, 746.6885292356263
3602, 2780.6875, 4008.792410490541, 640.7715967215219
3779, 2442.125, 4408.246228682727, 807.6718468028164
3756, 2882.4375, 4485.302606998615, 667.3412156362764
3297, 2806.0625, 3890.9660947028383, 692.9708277377805
3692, 2793.375, 4018.572336144547, 675.8223406149863
3756, 2555.5625, 3973.0624849876017, 770.803300106017
3774, 2707.125, 4052.825038264294, 694.4322650323408
3690, 2817.3125, 4919.370231575956, 731.6146807478659
