generation, best seeker, average seeker, best avoider, average avoider
300, 3483, 2725.9375, 3783.119092114547, 656.6054544307832
301, 3342, 2795.3125, 5156.389103608042, 759.0132649436673
302, 3882, 2808.4375, 4201.352440431226, 696.8578050422118
303, 3804, 2853.6875, 4203.224860883467, 691.9329833210925
304, 3454, 2876.5625, 4550.350382562647, 663.6298662747143
305, 3491, 2721.625, 4173.886049632623, 642.4442502128596
306, 3357, 2513.0625, 4166.551604101205, 949.454159610411
307, 3592, 2805.25, 3880.6916576818417, 669.7197063195467
308, 3567, 2592.9375, 4533.094095353062, 801.646688083641
309, 3612, 2586.5, 4497.067723033226, 893.8367940428769
310, 3600, 2634.1875, 4671.159458735368, 784.5388955740515
311, 3317, 2607.3125, 4409.378281980799, 907.0188117538839
312, 3546, 2792.8125, 4796.051956053165, 701.007576936998
313, 3705, 2570.125, 4547.269917520236, 781.4863109303228
314, 3738, 2647.0625, 4301.985480267103, 795.6602809604318
315, 3471, 2594.75, 4761.334760057061, 890.488300232339
316, 3590, 2743.0625, 4954.969717119515, 816.7180765615453
317, 3607, 2694.1875, 4659.397824510845, 853.3133481673694
318, 3689, 2783.375, 5769.494412919974, 833.126805145881
319, 3411, 2522.3125, 5667.205821241365, 948.7047738129147
320, 3645, 2933.9375, 3869.7448352198458, 513.3994029255103
321, 3888, 2708.4375, 4273.375371001912, 872.736783671694
322, 3656, 2888.5, 3872.7311210101943, 578.1996063894363
323, 3778, 2786.25, 4166.195306775022, 668.3639578628363
324, 3714, 2849.875, 4503.559510147927, 637.304938475538
325, 3637, 2563.25, 4193.852537630153, 776.6256250910012
326, 3731, 2869.125, 4068.831538536985, 610.9029897045206
327, 3689, 2679.875, 4426.91922831428, 743.7000404538943
328, 3517, 2662.375, 4309.995341353502, 920.1297009961138
329, 3763, 2972.5625, 3953.104062010657, 511.5010620604644
330, 3827, 2625.25, 4412.223480818619, 787.0744933615733
331, 3535, 2697.0, 4896.485692202479, 804.4039381876826
332, 3622, 2713.75, 4048.8802940420665, 759.8610983092209
333, 3623, 3023.0, 4261.226962145082, 555.4186906361126
334, 3579, 2639.4375, 4218.574762179746, 897.1147260117517
335, 3770, 2697.5625, 4464.1037059393475, 758.0829419785921
336, 3565, 2731.5625, 4244.409134476287, 660.846149129422
337, 3601, 3032.875, 4277.744544662769, 528.0083522095397
338, 3632, 2824.0, 4515.351485705753, 700.7967170306215
339, 3765, 3082.4375, 4017.3368723211015, 552.5568524001033
340, 3475, 2588.5, 4100.351598827186, 677.3970437395498
341, 3502, 2629.6875, 4489.023511061541, 902.749225580942
342, 3522, 2783.8125, 4224.774007262806, 678.1928094019298
343, 3855, 2760.9375, 3822.203616350663, 628.4027550417088
344, 3589, 2659.4375, 4110.617172683746, 752.8891225117554
345, 3516, 2829.8125, 3972.871608290475, 642.8422718261788
346, 3528, 2338.25, 4260.15539673776, 1043.6753770068224
347, 3599, 2794.5, 4174.414069206903, 673.5081153100011
348, 3476, 2782.875, 4143.178936917832, 703.3970837001601
349, 3730, 2666.3125, 4051.323252411108, 689.6028692215339
350, 3539, 2781.375, 4584.18908510391, 792.252783104975
351, 3772, 2673.1875, 4279.195590298652, 858.8039852534871
352, 3759, 2906.625, 4695.453339661417, 582.18615871723
353, 3721, 2704.25, 3891.763594084812, 665.2631722158835
354, 3838, 2606.625, 4981.101797432826, 826.2946800841104
355, 3400, 2725.0, 4531.969086554119, 743.8688183237597
356, 3493, 2808.4375, 4187.999675857585, 721.4957348251047
357, 3795, 2831.4375, 3690.724486451261, 670.4944121596558
358, 3669, 2959.4375, 4070.970400466318, 499.9163367989795
359, 3674, 2746.75, 3959.6494023401415, 723.9903595910489
360, 3488, 2555.9375, 4334.411676371885, 809.7113530416617
361, 3842, 2655.9375, 4083.175225630796, 647.1860606302856
362, 3735, 2840.8125, 4331.06056018335, 754.0121445237304
363, 3422, 2403.8125, 4632.723860519545, 849.7825623953221
364, 3697, 2846.6875, 3941.716555070344, 586.4851201027392
365, 3763, 2719.875, 4907.17663282055, 839.3683806690941
366, 3625, 2752.5, 5419.938337783283, 672.1261993043024
367, 3486, 2723.6875, 4290.645424112909, 746.3565207401889
368, 3379, 2736.375, 4534.117997116837, 745.7166889859226
369, 3767, 2618.375, 4464.829534971053, 857.6572702641795
370, 3817, 2842.8125, 4177.3827051826265, 681.1585093806256
371, 3292, 2518.5625, 5663.3566673937785, 970.9376396677211
372, 3735, 2880.4375, 4387.084962605681, 719.001977175516
373, 3623, 2698.9375, 4080.721263481885, 748.5085171223362
374, 3618, 2770.0625, 4308.0876448739855, 778.8992331670364
375, 3844, 3093.75, 4515.964954309849, 601.3207873979376
376, 3338, 2684.9375, 3993.839440077061, 649.2930612895791
377, 3290, 2597.1875, 5266.608560982088, 891.0635114559692
378, 3754, 2767.25, 4835.286827267944, 910.3503549937745
379, 3677, 2457.4375, 4180.786054130779, 868.2758825048764
380, 3305, 2499.1875, 4420.964869642587, 998.557725047346
381, 3809, 2733.125, 4090.658736363145, 765.3685129874582
382, 3342, 2586.25, 4879.479029897543, 884.5255089586246
383, 3655, 2944.875, 4995.436207358596, 632.8365757062201
384, 3467, 2693.5, 4051.6306037384707, 793.8899428388894
385, 3683, 2759.8125, 4124.319606586645, 650.3772400652654
386, 3556, 2828.6875, 4190.350595903464, 716.5788622216589
387, 3419, 2657.25, 4497.607463363618, 830.9319085555759
388, 3557, 2807.9375, 4039.1385319283945, 611.5876673454316
389, 3702, 2752.9375, 4000.590114475869, 635.1058235102772
390, 3778, 2899.625, 4569.713679315369, 675.9063312007926
391, 3500, 2813.5, 5757.681808830163, 790.171379348872
392, 3733, 2868.3125, 4329.694565721496, 622.4217548198778
393, 3426, 2638.9375, 5427.325926424289, 1005.7169437826667
394, 3730, 2677.8125, 4616.112866674974, 818.9696676871723
395, 3755, 2787.0625, 4531.156526482149, 720.0910503557134
396, 3635, 2738.75, 5126.272988004539, 687.0813045580907
397, 3812, 2918.1875, 3795.1507545024247, 617.9788109573949
398, 3577, 2764.9375, 4507.857621722442, 710.0194587993999
399, 3677, 2671.5, 4381.213486904684, 772.1200678009449
400, 3563, 2651.125, 4253.590939720435, 648.6016647629868
401, 3608, 2720.625, 4915.856881740641, 852.303205060859
402, 3730, 2646.375, 4370.549845570107, 883.8566832943098
403, 3433, 2888.9375, 4304.5161317788225, 618.4257637309346
404, 3525, 2605.25, 4083.1343571445823, 713.5791763414978
405, 3767, 3027.125, 4340.45788439159, 524.9798430919161
406, 3488, 2777.9375, 4384.758999391581, 609.7635762677767
407, 3554, 2860.5, 4648.488729957668, 615.1047186408831
408, 3735, 2965.75, 4684.977422253012, 566.5598210058455
409, 3703, 2718.3125, 4413.837862145334, 596.7508387754013
410, 3465, 2758.8125, 3694.7995968084756, 693.0805888280146
411, 3757, 2793.4375, 4370.909169377477, 609.0543210315108
412, 3596, 2705.375, 4647.8823245301755, 783.0062504314416
413, 3637, 2678.6875, 4247.676470426253, 776.5391931774315
414, 3647, 2602.5625, 4345.645140753802, 927.6210304727587
415, 3566, 2615.3125, 5373.981122711321, 780.0840179119512
416, 3537, 2716.875, 5092.6014694898695, 901.6500786263424
417, 3598, 2928.6875, 5672.264710616436, 668.3431772618179
418, 3659, 2609.4375, 3968.8779491899872, 757.7818817385329
419, 3685, 2751.1875, 4025.6621169288824, 642.5620090952285
420, 3837, 2823.375, 4358.28558958868, 797.3386086763402
421, 3759, 2879.125, 4260.0902973198245, 663.7531709210886
422, 3588, 2998.5, 3688.638896820964, 558.3449972272687
423, 3755, 2938.5625, 3839.65819238529, 499.13575555165266
424, 3550, 2742.6875, 4440.846315662088, 724.6018035720011
425, 3666, 2673.8125, 5014.173871553403, 848.4946744580072
426, 3691, 2968.625, 3961.27284585067, 566.1591873139753
427, 3720, 3049.875, 3893.0626828563777, 505.69357060568143
428, 3743, 2807.4375, 4772.439177371952, 604.1496855267334
429, 3699, 2672.75, 4007.331955952581, 764.1810703333581
430, 3560, 2629.25, 4903.553950555957, 826.5744666969534
431, 3529, 2590.0, 5523.7482222212, 884.2990518755561
432, 3827, 2887.375, 4827.117728830888, 713.8306467499604
433, 3670, 2903.75, 4290.713246662088, 639.7587745829102
434, 3641, 2858.125, 4734.513987972028, 668.1208794434176
435, 3606, 2666.5, 4195.902726592338, 739.7586407104292
436, 3622, 2706.375, 4939.221261566617, 784.4855606488105
437, 3331, 2831.375, 5359.445856735721, 670.7902010591316
438, 3581, 2682.1875, 4279.551578881281, 730.3499363961398
439, 3891, 2876.375, 4412.362030165719, 621.9456740039648
440, 3725, 2831.4375, 4909.052006659259, 787.4132877794914
441, 3789, 2646.4375, 4372.002221848373, 875.0783695362945
442, 3727, 2657.25, 4804.625695653465, 771.3934369304134
443, 3855, 2595.75, 4291.6545076196, 801.9802682672602
444, 3776, 2825.4375, 4368.827039255552, 664.4199770920579
445, 3518, 2761.375, 4892.415519284791, 767.479964888763
446, 3834, 2479.125, 4101.423772018168, 933.7050167563115
447, 3864, 2786.4375, 3590.852542371887, 630.1442831939112
448, 3573, 2740.25, 4089.962781298525, 658.039135639547
449, 3763, 2888.1875, 3863.83697501179, 586.7252982033831
450, 3558, 2804.0625, 4851.532151988804, 796.2140170506237
451, 3772, 2680.5, 4477.342229353173, 834.3350795552603
