best seeker, average seeker, best avoider, average avoider
3640, 2624.8125, 1999, 562.3125
3707, 2647.6875, 1999, 494.234375
3655, 2739.1875, 1999, 502.53125
3730, 2889.0625, 1999, 480.734375
3509, 2748.5625, 1999, 484.578125
3377, 2794.75, 1999, 473.046875
3699, 2692.5625, 1999, 529.796875
3742, 2721.4375, 1999, 525.53125
3715, 2727.8125, 1999, 474.09375
3745, 3018.3125, 1999, 432.78125
3757, 2919.375, 1999, 457.5
3864, 2867.75, 1999, 454.796875
3837, 2675.4375, 1999, 474.515625
3323, 2595.3125, 1999, 522.875
3611, 2705.5, 1999, 557.796875
3647, 2707.1875, 1999, 526.125
3340, 2598.125, 1999, 553.890625
3594, 2780.0, 1999, 476.703125
3651, 2805.5, 1999, 470.328125
3564, 2382.3125, 1999, 639.890625
3700, 3026.625, 1999, 415.09375
3372, 2645.4375, 1999, 541.59375
3700, 2668.875, 1999, 554.203125
3552, 2900.375, 1999, 415.40625
3499, 2762.375, 1999, 512.8125
3552, 2723.8125, 1999, 522.0
3505, 2915.3125, 1999, 396.0625
3889, 2655.375, 1999, 554.65625
3721, 2621.875, 1999, 531.875
3484, 2613.3125, 1999, 489.859375
3887, 2938.3125, 1999, 375.140625
3626, 3061.4375, 1999, 375.15625
3465, 2713.0, 1999, 524.6875
3779, 2649.4375, 1999, 587.421875
3789, 2879.5625, 1999, 436.21875
3668, 2566.625, 1999, 592.9375
3589, 2848.125, 1999, 428.4375
3417, 2665.375, 1999, 489.734375
3726, 2808.5625, 1999, 500.828125
3393, 2428.125, 1999, 673.9375
3715, 2658.125, 1999, 600.875
3611, 2687.0625, 1999, 609.25
3675, 2793.8125, 1999, 488.90625
3474, 2735.875, 1999, 518.96875
3315, 2654.1875, 1999, 555.0
3770, 2931.8125, 1999, 438.796875
3604, 2847.75, 1999, 428.5625
3750, 2924.0625, 1999, 456.34375
3705, 2822.125, 1999, 513.03125
3623, 2792.8125, 1999, 442.890625
3781, 2754.125, 1999, 498.796875
3732, 2642.5625, 1999, 604.75
3565, 2667.8125, 1999, 504.75
3667, 2639.25, 1999, 574.359375
3769, 2876.5, 1999, 483.875
3789, 2829.4375, 1999, 526.828125
3721, 2724.75, 1999, 474.9375
3699, 2894.3125, 1999, 495.0
3516, 2609.1875, 1999, 581.84375
3576, 2639.0, 1999, 513.21875
3502, 2511.5625, 1999, 606.25
3537, 2749.5, 1999, 499.96875
3645, 2914.875, 1999, 443.015625
3411, 2543.5625, 1999, 473.875
3655, 2755.25, 1999, 545.390625
3739, 2772.375, 1999, 525.46875
3421, 2691.1875, 1999, 514.53125
3874, 2823.5, 1999, 434.625
3769, 2768.1875, 1999, 542.125
3794, 2803.5625, 1999, 486.40625
3487, 2865.25, 1999, 471.015625
3649, 2814.9375, 1999, 467.96875
3755, 2738.375, 1999, 503.578125
3811, 2923.75, 1999, 487.65625
3528, 2639.9375, 1999, 527.328125
3551, 2573.875, 1999, 575.078125
3164, 2699.25, 1999, 512.5
3809, 2746.25, 1999, 502.71875
3797, 2901.1875, 1999, 446.4375
3834, 2434.75, 1999, 613.15625
3615, 2740.5625, 1999, 473.484375
3694, 2860.3125, 1999, 410.1875
3798, 2794.875, 1999, 504.234375
3573, 2770.5625, 1999, 510.28125
3613, 2780.1875, 1999, 445.4375
3444, 2571.5, 1999, 544.40625
3755, 2927.6875, 1999, 455.40625
3271, 2467.0625, 1999, 601.796875
3808, 2755.375, 1999, 498.453125
3667, 2682.5625, 1999, 501.078125
3477, 2768.3125, 1999, 449.453125
3696, 2590.0625, 1999, 602.28125
3753, 2823.75, 1999, 528.265625
3445, 2774.625, 1999, 509.28125
3434, 2721.6875, 1999, 522.5
3744, 2833.6875, 1999, 481.34375
3479, 2488.5, 1999, 627.625
3618, 2742.375, 1999, 519.59375
3523, 2753.1875, 1999, 514.65625
3645, 2862.5, 1999, 424.875
3844, 2747.875, 1999, 548.96875
3694, 2862.6875, 1999, 456.0625
3643, 2860.8125, 1999, 440.9375
3668, 2795.375, 1999, 504.09375
3470, 2609.875, 1999, 534.828125
3723, 2917.25, 1999, 489.28125
3703, 2743.3125, 1999, 548.328125
3715, 2736.5, 1999, 518.890625
3527, 2599.625, 1999, 521.75
3907, 2736.125, 1999, 565.78125
3624, 2759.875, 1999, 559.828125
3695, 2928.625, 1999, 486.453125
2997, 2617.5, 1999, 579.765625
3572, 2815.3125, 1999, 499.109375
3753, 2891.875, 1999, 434.46875
3682, 2674.5625, 1999, 567.78125
3235, 2527.4375, 1999, 508.609375
3689, 2733.125, 1999, 474.84375
3739, 2744.6875, 1999, 516.78125
3628, 2681.875, 1999, 563.671875
3572, 2636.0, 1999, 559.546875
3683, 2921.25, 1999, 394.5625
3694, 2835.5625, 1999, 421.46875
3785, 2441.125, 1999, 623.875
3809, 3043.6875, 1999, 426.4375
3651, 2824.3125, 1999, 434.421875
3813, 2964.1875, 1999, 415.0625
3539, 2433.125, 1999, 657.078125
3288, 2589.375, 1999, 602.421875
3430, 2615.0, 1999, 517.9375
