generation, best seeker, average seeker, best avoider, average avoider
519, 3785, 2892.5, 6849, 918.515625
520, 3757, 2990.125, 6714, 687.21875
521, 3817, 2924.3125, 6705, 869.78125
522, 3677, 2671.6875, 6797, 1033.71875
523, 3838, 2640.6875, 6642, 1140.921875
524, 3708, 2996.0625, 6787, 813.4375
525, 3722, 2853.8125, 6739, 1004.453125
526, 3502, 2841.25, 6721, 994.203125
527, 3601, 2819.875, 6664, 724.171875
528, 3678, 2890.625, 6802, 836.0
529, 3743, 2833.5, 6686, 783.15625
530, 3526, 2969.5, 6003, 627.578125
531, 3764, 2793.4375, 6856, 1036.171875
532, 3673, 2762.0, 6789, 1115.828125
533, 3807, 2899.3125, 6790, 1061.53125
534, 3795, 2687.4375, 6698, 1086.1875
535, 3590, 2599.9375, 6778, 1187.53125
536, 3672, 3006.3125, 6796, 922.1875
537, 3754, 3003.3125, 6632, 690.765625
538, 3583, 2674.125, 6412, 952.1875
539, 3687, 2868.125, 6715, 985.46875
540, 3669, 2705.5, 6864, 1220.96875
541, 3564, 2753.9375, 6717, 990.046875
542, 3734, 2902.125, 6519, 856.9375
543, 3835, 2801.0, 6780, 1059.796875
544, 3727, 3013.0625, 6647, 669.609375
545, 3755, 3049.75, 6819, 501.578125
546, 3778, 3070.1875, 6782, 615.71875
547, 3684, 2784.25, 6689, 1078.671875
548, 3711, 2777.1875, 6904, 1061.71875
549, 3391, 2534.6875, 6848, 1492.171875
550, 3646, 2872.1875, 6854, 1096.140625
551, 3606, 2770.125, 6791, 1026.6875
552, 3829, 3150.5, 6535, 389.9375
553, 3773, 3149.75, 6333, 452.125
554, 3625, 2610.25, 6651, 1406.703125
555, 3694, 2741.25, 6854, 1238.046875
556, 3766, 2775.375, 6889, 1189.671875
557, 3538, 2645.75, 6792, 1198.78125
558, 3771, 2841.5625, 6511, 1003.765625
559, 3436, 2553.5, 6498, 1253.671875
560, 3817, 2797.625, 6784, 1168.46875
561, 3729, 2855.6875, 6260, 765.109375
562, 3742, 2829.0, 6765, 1062.578125
563, 3759, 2885.25, 6712, 942.21875
564, 3793, 2793.75, 6544, 1038.15625
565, 3667, 2782.375, 6790, 951.46875
566, 3696, 2799.125, 6826, 1126.6875
567, 3691, 2845.9375, 6745, 869.09375
568, 3797, 3174.875, 6348, 426.328125
569, 3515, 2773.0625, 6550, 925.5625
570, 3724, 2818.4375, 6611, 1048.65625
571, 3817, 2953.25, 6502, 800.859375
572, 3716, 2997.5625, 6854, 710.984375
573, 3360, 2770.0, 6801, 1027.609375
574, 3322, 2863.3125, 6891, 703.8125
575, 3563, 2657.875, 6673, 1167.609375
576, 3751, 2795.75, 6781, 1034.21875
577, 3682, 2802.8125, 6883, 889.546875
578, 3580, 2758.3125, 6801, 1226.515625
579, 3519, 2896.25, 6835, 777.5
580, 3840, 2989.5625, 6799, 717.625
581, 3682, 2850.3125, 6576, 945.28125
582, 3571, 2722.125, 6855, 955.109375
583, 3693, 2948.9375, 6850, 863.390625
584, 3649, 3023.3125, 6729, 845.859375
585, 3641, 2556.3125, 6900, 1216.0625
586, 3691, 3070.125, 6823, 857.265625
587, 3918, 2857.375, 6671, 1030.375
588, 3771, 2879.4375, 6833, 1122.71875
589, 3599, 2804.875, 6599, 924.03125
590, 3779, 2897.75, 6571, 760.0
591, 3295, 2595.3125, 6825, 1321.125
592, 3773, 2717.6875, 6870, 1019.8125
593, 3628, 2790.25, 6872, 1114.671875
594, 3660, 2786.1875, 6861, 846.125
595, 3832, 2876.375, 6860, 840.5625
596, 3821, 2749.0, 6647, 1116.75
597, 3511, 2644.625, 6829, 1158.09375
598, 3564, 2622.0625, 6718, 1338.765625
599, 3878, 2815.4375, 6889, 851.453125
600, 3832, 2883.625, 6806, 1007.796875
601, 3617, 3078.5625, 6816, 604.296875
602, 3610, 2730.1875, 6498, 1059.984375
603, 3773, 2823.75, 6398, 1022.453125
604, 3639, 3004.5, 6843, 695.421875
605, 3900, 3091.6875, 6678, 787.40625
606, 3638, 2939.5, 6815, 821.734375
607, 3744, 2809.375, 6815, 1045.015625
